,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
17304,8082.0,11751.0,1952.0,167.0,3537.0,918.0,552.0,129849.0,43562.0,470.0,0.0,655.0,2249.0,0.0,1147.0,12885.0,3868.0,138.0,0.0,32.0,1198.0,0.0,1789931.0,0.0,41277.0,12.0,194.0,9297.0,258.0,0.0,2318.0,0.0,82.0,0.0,0.0,6.0,1.0,0.0,78185.0,0.0,10.0,1.0,502.0,214.0,3.0,0.0,147.0,188.0,0.0,0.0,7.0,0.0,3456.0,3.0,71.0,1.0,0.0,0.0,0.0,1178.0,128.0,0.0,15.0,300.0,0.0,103.0,1.0,0.0,0.0,0.0,1.0,0.0,125.0,3.0,381.0,0.0,0.0,221.0,1074.0,0.0,0.0,0.0,0.0,186.0,88.0,128.0,0.0,30.0,0.0,0.0,10017.0,0.0,5642.0,9.0,138.0,610.0,0.0,3.0,0.0,22467.0,0.0,0.0,49.0,0.0,207.0,128.0,0.0,4623.0,1.0,936.0,2265.0,1067.0,271.0,73200.0,1.0,1137824.0,0.0,527.0,136.0,0.0,617.0,6752.0,11509.0,1789.0,0.0,4241.0,398.0,0.0,1759.0,33952.0,118723.0,1194.0,361.0,6522.0,543.0,2937.0,10076.0,5432.0
17539,400474.0,1458869.0,623711.0,1319105.0,1714102.0,1691195.0,612723.0,7087562.0,2376335.0,1947751.0,255846.0,858449.0,1132898.0,91162.0,50269.0,296967.0,314097.0,423871.0,67878.0,194552.0,503936.0,19952.0,9638677.0,227348.0,3292244.0,102755.0,568725.0,793595.0,420208.0,166462.0,7818201.0,47569.0,442651.0,215635.0,72974.0,1515734.0,103895.0,154374.0,538335.0,15556.0,28486.0,124233.0,1296122.0,103331.0,1430893.0,63305.0,1333819.0,2057171.0,1484.0,94692.0,434030.0,16066.0,136647.0,210928.0,80524.0,24551.0,112173.0,163819.0,53356.0,730730.0,175027.0,48874.0,52259.0,93836.0,87408.0,170245.0,82020.0,101981.0,13050.0,12722.0,115589.0,74643.0,153374.0,56701.0,111372.0,70641.0,80321.0,124509.0,816344.0,49778.0,175757.0,129044.0,32921.0,132025.0,209898.0,137133.0,16473.0,416299.0,69149.0,1320.0,2029451.0,70744.0,1357187.0,1977053.0,90765.0,882372.0,134094.0,18709.0,17239.0,519734.0,181054.0,104061.0,1587600.0,47820.0,257977.0,419067.0,42965.0,16327187.0,137288.0,1049442.0,710982.0,502142.0,124364.0,4500211.0,174011.0,15503581.0,18347.0,605047.0,425981.0,93335.0,708631.0,484925.0,452583.0,46021.0,121131.0,1255608.0,755741.0,522088.0,2337348.0,2146386.0,10256052.0,828067.0,2925144.0,2229904.0,1726871.0,668457.0,2973690.0,930231.0
17541,288.0,841.0,277.0,77.0,1570.0,0.0,183.0,33093.0,288.0,1.0,77.0,6271.0,29462.0,1.0,4.0,8591.0,262.0,56.0,306.0,0.0,7587.0,0.0,323.0,10.0,125112.0,0.0,8668.0,7017.0,22.0,606.0,54.0,43.0,151.0,1496.0,28.0,2416.0,0.0,3858.0,0.0,25.0,101.0,1459.0,17124.0,183.0,5351.0,102.0,19296.0,2.0,0.0,71.0,1302.0,27.0,0.0,502.0,85080.0,51.0,3.0,155.0,241.0,210226.0,217.0,47.0,999.0,5.0,2885.0,100.0,90.0,227.0,54.0,59.0,27.0,43.0,641.0,1648.0,0.0,694.0,6.0,111.0,119681.0,92.0,178.0,471.0,13.0,43799.0,338.0,346.0,0.0,2138.0,13.0,0.0,235.0,152.0,34569.0,2365.0,292.0,31068.0,2418.0,31.0,1.0,0.0,1363.0,0.0,1712.0,5.0,1693.0,283.0,14.0,625.0,4.0,25.0,8328.0,2963.0,17.0,16452.0,19.0,14.0,1.0,6052.0,111.0,8.0,138.0,253.0,6634.0,70.0,0.0,16968.0,1307.0,36.0,658.0,1464.0,25.0,344.0,1.0,705.0,133.0,23.0,1.0,1.0
17542,343.0,9905.0,0.0,19519.0,29425.0,18359.0,19611.0,22513.0,0.0,1.0,712.0,508.0,1218.0,0.0,0.0,226.0,15668.0,12743.0,0.0,1658.0,13.0,0.0,91988.0,0.0,24004.0,491.0,0.0,188.0,17120.0,0.0,133677.0,337.0,6612.0,210.0,0.0,663.0,0.0,0.0,1033.0,0.0,3.0,0.0,295.0,660.0,3030.0,0.0,1383.0,3526.0,0.0,7.0,0.0,0.0,0.0,37.0,10936.0,695.0,1898.0,0.0,134.0,4165.0,2731.0,0.0,853.0,4805.0,0.0,3096.0,12.0,0.0,0.0,0.0,4.0,25.0,2005.0,0.0,2143.0,152.0,0.0,2743.0,1789.0,85.0,12.0,1424.0,1685.0,2871.0,26.0,0.0,0.0,216.0,23.0,0.0,8453.0,13.0,2419.0,794.0,9.0,111.0,0.0,0.0,0.0,1350.0,220.0,170.0,5296.0,3.0,113.0,2230.0,3.0,37853.0,1.0,3340.0,102.0,59.0,0.0,4913.0,6.0,389913.0,0.0,1416.0,208.0,0.0,3342.0,10865.0,914.0,0.0,0.0,60697.0,6371.0,369.0,0.0,746.0,11355.0,982.0,4216.0,6622.0,1100.0,0.0,588.0,0.0
17543,623377.0,29919.0,643313.0,1264.0,1021498.0,31559.0,6499.0,42994.0,275413.0,80031.0,105.0,21112.0,384455.0,50.0,778.0,16150.0,2103.0,2826.0,1352.0,396.0,104849.0,43.0,18862.0,172.0,2100.0,1965.0,1809.0,359.0,401.0,329.0,69204.0,0.0,584.0,487.0,58.0,17821.0,31127.0,34.0,306.0,3.0,0.0,0.0,952.0,6723.0,2586.0,1769.0,11495.0,22317.0,0.0,9.0,317.0,27.0,0.0,43.0,3184.0,648.0,45.0,16595.0,0.0,48.0,1444.0,411.0,1221.0,372.0,0.0,214.0,52.0,170.0,0.0,0.0,36.0,6.0,342.0,0.0,609.0,1673.0,4332.0,2122.0,603.0,0.0,8423.0,36.0,609.0,2595.0,1.0,0.0,162.0,32.0,31.0,0.0,24072.0,217.0,9950.0,2226.0,3972.0,610.0,0.0,0.0,11.0,1369.0,147.0,19048.0,17797.0,25.0,416.0,616.0,1.0,99072.0,49.0,1014.0,159.0,1447.0,4808.0,1804.0,157.0,15339.0,3.0,128517.0,668.0,301.0,8966.0,3585.0,51763.0,37.0,90.0,500197.0,22893.0,191.0,47839.0,352529.0,127691.0,12523.0,27101.0,49239.0,2607.0,13811.0,24411.0,137360.0
17544,407312.0,3981720.0,3119790.0,3917210.0,4590996.0,3832235.0,1743996.0,13887508.0,2342579.0,75997098.0,1021076.0,2402368.0,8509005.0,416985.0,1462803.0,1031268.0,2954097.0,2247395.0,307755.0,3711368.0,3304205.0,81534.0,55983938.0,623842.0,7720855.0,8796293.0,5571699.0,3654207.0,5147211.0,413268.0,94245681.0,117416.0,4591057.0,4181259.0,170666.0,16727976.0,489537.0,447354.0,2241556.0,69135.0,65109.0,355787.0,4399193.0,1247784.0,10530760.0,339889.0,4385870.0,79434981.0,23889.0,302136.0,3417677.0,96971.0,1076362.0,1356709.0,598220.0,189756.0,503053.0,592940.0,161806.0,2721856.0,1081995.0,215086.0,416182.0,1090735.0,233653.0,1328603.0,252493.0,517673.0,58754.0,132504.0,659599.0,461334.0,1669747.0,227588.0,1394486.0,511439.0,382940.0,1220401.0,2196272.0,182893.0,1171469.0,679195.0,265891.0,800325.0,1582854.0,890362.0,75456.0,3600056.0,592421.0,10721.0,77504150.0,414350.0,4505838.0,12571190.0,1327211.0,4942952.0,342647.0,105623.0,126171.0,2268194.0,585133.0,539907.0,18867229.0,345907.0,4111802.0,5039161.0,149330.0,105016743.0,1193778.0,5994641.0,3645042.0,6253781.0,9666641.0,11960197.0,1140464.0,60309871.0,136025.0,5704803.0,4207079.0,612338.0,3201073.0,3271856.0,1204564.0,1732875.0,842771.0,10563027.0,3562783.0,1080028.0,68164428.0,1997036.0,14878933.0,2331445.0,6181033.0,6214882.0,5006424.0,3219674.0,5783052.0,660122.0
17545,7246.0,13247.0,126714.0,27915.0,27124.0,13625.0,34098.0,46445.0,97604.0,4065.0,2709.0,266736.0,572556.0,2723.0,0.0,22.0,42430.0,6071.0,4952.0,12305.0,128014.0,1424.0,148775.0,17467.0,5864.0,1.0,290.0,284.0,426039.0,3198.0,6869872.0,44.0,4360.0,1072.0,0.0,34715.0,58.0,4125.0,1082.0,2.0,0.0,0.0,416.0,508.0,29358.0,4467.0,131529.0,2546.0,0.0,4.0,63.0,41.0,0.0,113.0,508.0,94.0,1.0,0.0,183.0,686.0,34.0,7103.0,76.0,5230.0,0.0,416.0,992.0,1077.0,0.0,0.0,1.0,2150.0,342.0,0.0,3881.0,4.0,226.0,235.0,809.0,0.0,3726.0,0.0,4.0,586.0,4.0,0.0,0.0,335.0,7.0,0.0,3358.0,2079.0,122782.0,13512.0,455.0,321.0,0.0,0.0,0.0,7406.0,7340.0,1604.0,12774.0,5.0,0.0,15795.0,0.0,6117926.0,508.0,474804.0,699.0,3.0,111.0,7535.0,8850.0,230845.0,114.0,169523.0,7311.0,6011.0,9320.0,78515.0,260.0,0.0,13906.0,246376.0,117991.0,444.0,2912.0,143340.0,48987.0,27538.0,46294.0,128341.0,38231.0,65549.0,47817.0,6941.0
17781,62316.0,173770.0,25375.0,69507.0,146266.0,209997.0,70630.0,263109.0,81708.0,95269.0,32544.0,56605.0,95409.0,6172.0,2438.0,20975.0,21425.0,38520.0,9619.0,8100.0,37338.0,951.0,543333.0,16454.0,335872.0,9640.0,34611.0,32113.0,21392.0,16147.0,217563.0,2463.0,31852.0,22721.0,2309.0,70274.0,10670.0,15892.0,88854.0,1377.0,2002.0,5953.0,57787.0,7503.0,87556.0,3150.0,68412.0,133497.0,0.0,2380.0,31856.0,1000.0,2627.0,6609.0,17269.0,3329.0,11647.0,17785.0,5942.0,104235.0,13981.0,1830.0,8353.0,9221.0,2503.0,18053.0,5284.0,5021.0,146.0,140.0,4514.0,3565.0,14364.0,1943.0,9000.0,7665.0,2994.0,8614.0,87462.0,5266.0,12698.0,9133.0,3371.0,14501.0,3719.0,3852.0,57.0,19488.0,1348.0,50.0,137650.0,2301.0,70860.0,79950.0,9566.0,48212.0,4660.0,1708.0,617.0,90009.0,13158.0,4152.0,84052.0,4205.0,28058.0,24565.0,1115.0,193151.0,10922.0,17613.0,40848.0,37815.0,16203.0,281010.0,4858.0,526985.0,707.0,26901.0,5598.0,7060.0,21403.0,19377.0,18304.0,3988.0,2601.0,79609.0,46638.0,19300.0,143630.0,80085.0,208147.0,54827.0,210996.0,163309.0,79525.0,36292.0,126229.0,89683.0
17782,70804.0,222029.0,20383.0,19573.0,151266.0,268819.0,59000.0,361917.0,109508.0,136387.0,6259.0,57963.0,109477.0,5994.0,3998.0,16322.0,24462.0,65746.0,8998.0,6160.0,64542.0,5323.0,469553.0,6301.0,343554.0,21258.0,39559.0,45232.0,22751.0,8366.0,251323.0,833.0,24839.0,30674.0,2921.0,128691.0,9619.0,14669.0,70512.0,1606.0,1972.0,8218.0,93739.0,8288.0,95761.0,4304.0,92527.0,163726.0,15.0,6732.0,34210.0,2034.0,3344.0,15432.0,10294.0,1974.0,7799.0,12018.0,4436.0,96498.0,5858.0,673.0,4036.0,3984.0,4518.0,10102.0,6104.0,12814.0,0.0,338.0,9705.0,8084.0,12113.0,4181.0,4971.0,4481.0,2453.0,11669.0,117099.0,3523.0,15380.0,8222.0,2931.0,17682.0,7412.0,5512.0,2703.0,35211.0,4852.0,0.0,206418.0,7013.0,104151.0,92016.0,9269.0,98134.0,4048.0,4282.0,3538.0,66502.0,27290.0,16401.0,112282.0,6174.0,32686.0,24335.0,1012.0,308954.0,14588.0,25072.0,54291.0,54426.0,20364.0,498657.0,13035.0,595761.0,1465.0,68001.0,7651.0,8902.0,43853.0,23427.0,25032.0,573.0,12744.0,166979.0,90952.0,5026.0,100091.0,115062.0,348246.0,52953.0,271732.0,172385.0,28137.0,20190.0,196886.0,65451.0
17783,111383.0,221891.0,108913.0,97403.0,230984.0,144500.0,133773.0,618862.0,225352.0,2577437.0,91052.0,207775.0,235720.0,86788.0,30391.0,43513.0,618308.0,286936.0,69072.0,181766.0,109499.0,7287.0,2690978.0,366670.0,754414.0,166347.0,441376.0,234216.0,740685.0,322433.0,2035519.0,16017.0,176672.0,59904.0,45668.0,1500831.0,25254.0,97740.0,87110.0,15978.0,3597.0,11830.0,124728.0,45077.0,627457.0,48186.0,492416.0,1832019.0,1338.0,109887.0,229682.0,6828.0,28389.0,96841.0,1315899.0,107523.0,76801.0,90461.0,33176.0,402630.0,68986.0,18843.0,106596.0,408398.0,4831.0,105969.0,40151.0,155223.0,748.0,1101.0,74397.0,41356.0,138990.0,6564.0,560430.0,77894.0,23606.0,119357.0,465835.0,64512.0,128567.0,97431.0,135599.0,1180803.0,81999.0,20751.0,8731.0,213589.0,157951.0,2302.0,2196485.0,49316.0,554824.0,930674.0,60759.0,145117.0,11219.0,4304.0,19237.0,141453.0,115092.0,35141.0,2012199.0,53661.0,74138.0,296555.0,31001.0,3168020.0,314157.0,1093408.0,236708.0,489098.0,263668.0,1237925.0,329673.0,3193991.0,13554.0,94934.0,290934.0,81641.0,552511.0,681342.0,56799.0,9088.0,69574.0,401495.0,228678.0,187824.0,2740977.0,295169.0,1040306.0,349096.0,276391.0,384125.0,174870.0,203821.0,319698.0,306773.0
17785,48951.0,153477.0,46171.0,89493.0,683000.0,680662.0,71078.0,807915.0,73161.0,21197.0,4636.0,70490.0,623899.0,44453.0,611.0,28284.0,39690.0,33017.0,9085.0,19144.0,36881.0,230.0,1177589.0,68128.0,6431174.0,2190.0,3055.0,3171.0,77501.0,7192.0,972008.0,7.0,12955.0,1568.0,8889.0,29384.0,5281.0,5400.0,781171.0,415.0,256.0,709.0,8999.0,5120.0,13851.0,4220.0,179892.0,16352.0,0.0,6081.0,3012.0,71.0,434.0,859.0,65703.0,728.0,1296.0,3315.0,73.0,1191710.0,3195.0,152.0,10504.0,9121.0,208.0,3366.0,2106.0,901.0,17.0,46.0,530.0,6623.0,4555.0,203.0,15653.0,10043.0,963.0,2398.0,1975081.0,93.0,26392.0,1614.0,2092.0,50341.0,1565.0,272.0,29.0,15930.0,6393.0,0.0,9680.0,4122.0,373463.0,20263.0,3565.0,9936.0,667.0,162.0,134.0,1213466.0,3289.0,16825.0,32336.0,35227.0,2703.0,15429.0,54.0,1305708.0,19871.0,68173.0,3866.0,5909.0,112.0,5419974.0,66373.0,1154225.0,1733.0,37452.0,17065.0,8972.0,49401.0,44229.0,44859.0,370.0,26019.0,881304.0,102609.0,17785.0,923.0,72388.0,591540.0,109496.0,873310.0,942015.0,53731.0,65978.0,153154.0,35331.0
17786,182981.0,748186.0,27842.0,59799.0,321970.0,293661.0,37981.0,1805889.0,297108.0,25658.0,84325.0,44492.0,58795.0,2300.0,4657.0,120127.0,16514.0,20428.0,4229.0,27319.0,31591.0,414.0,664326.0,3907.0,1677415.0,858.0,16680.0,49240.0,25798.0,2851.0,1135567.0,8583.0,15884.0,5542.0,1754.0,57480.0,1344.0,1906.0,234344.0,1259.0,57.0,1579.0,16612.0,1028.0,83787.0,3291.0,375811.0,20795.0,0.0,3857.0,12195.0,309.0,2780.0,1722.0,3331.0,1717.0,1768.0,4232.0,807.0,390591.0,2105.0,2350.0,1464.0,2845.0,48.0,7295.0,1533.0,1027.0,484.0,275.0,2156.0,4172.0,10006.0,334.0,3008.0,1338.0,1119.0,3181.0,320427.0,1271.0,7652.0,3382.0,748.0,1818.0,3211.0,2417.0,76.0,7732.0,3751.0,0.0,13661.0,2611.0,250299.0,67038.0,1843.0,23232.0,739.0,768.0,373.0,209155.0,2518.0,2257.0,57282.0,1388.0,7348.0,23661.0,6225.0,1104750.0,2675.0,28718.0,52170.0,11354.0,3793.0,1549974.0,3744.0,404872.0,210.0,35677.0,24111.0,831.0,17523.0,20757.0,146342.0,1514.0,2644.0,57461.0,65263.0,25194.0,15105.0,312095.0,1657689.0,37293.0,166600.0,241852.0,57471.0,14596.0,806995.0,96146.0
17787,136.0,525.0,2641.0,689.0,2473.0,18575.0,794.0,10539.0,2046.0,39343.0,76.0,2007.0,781.0,263.0,2176.0,37.0,842.0,1627.0,276.0,1003.0,76.0,0.0,5480.0,76.0,4585.0,190.0,508.0,234.0,442.0,251.0,17380.0,316.0,1321.0,0.0,523.0,3007.0,239.0,147.0,2564.0,175.0,0.0,0.0,763.0,406.0,1940.0,229.0,2110.0,4415.0,0.0,190.0,168.0,121.0,27.0,40.0,1196.0,94.0,3.0,737.0,0.0,817.0,1211.0,7.0,909.0,147.0,2.0,146.0,270.0,7.0,0.0,0.0,139.0,0.0,428.0,0.0,581.0,178.0,9.0,56.0,1058.0,288.0,226.0,17.0,3.0,473.0,62.0,0.0,19.0,2.0,1.0,0.0,7796.0,6.0,1471.0,2946.0,1330.0,535.0,4.0,0.0,0.0,144.0,220.0,4.0,1832.0,1.0,232.0,776.0,113.0,37828.0,1.0,1369.0,1585.0,93.0,60.0,4531.0,7.0,6280.0,30.0,659.0,1170.0,3.0,196.0,338.0,85.0,496.0,158.0,525.0,132.0,161.0,9322.0,2721.0,4550.0,82.0,1082.0,8952.0,1869.0,351.0,5950.0,1371.0
17788,638.0,8428.0,223960.0,4606.0,10826.0,9795.0,981.0,13872.0,43426.0,11789.0,340.0,3508.0,2702.0,417.0,914.0,47.0,1656.0,1078.0,723.0,4920.0,1715.0,47.0,27345.0,3199.0,9050.0,140.0,2216.0,1206.0,2131.0,1045.0,77862.0,707.0,6803.0,605.0,2.0,13743.0,1897.0,580.0,494.0,1.0,18.0,310.0,2732.0,1324.0,14204.0,404.0,9078.0,8552.0,0.0,360.0,1087.0,134.0,1193.0,581.0,406.0,50.0,670.0,599.0,15.0,2822.0,2311.0,17.0,2148.0,386.0,15.0,898.0,89.0,388.0,4.0,2.0,349.0,112.0,1791.0,131.0,33.0,1160.0,61.0,1044.0,12746.0,240.0,225.0,808.0,25.0,134.0,446.0,1837.0,0.0,3926.0,182.0,0.0,8860.0,197.0,26645.0,8424.0,1100.0,8329.0,115.0,141.0,443.0,443.0,766.0,159.0,5163.0,244.0,2525.0,3295.0,320.0,125728.0,459.0,1670.0,32671.0,4638.0,41.0,20119.0,206.0,45674.0,249.0,4017.0,5667.0,475.0,1188.0,1978.0,733.0,3524.0,1789.0,3583.0,3108.0,1861.0,3812.0,2361.0,19050.0,1545.0,6793.0,4951.0,4378.0,3142.0,25129.0,552.0
18047,16.0,3654.0,0.0,2707.0,13532.0,14809.0,3193.0,52019.0,126751.0,52.0,715.0,6999.0,5789.0,6296.0,16.0,8204.0,1875.0,2230.0,24381.0,6119.0,1350.0,1755.0,56177.0,11810.0,63845.0,442.0,977.0,436.0,1570.0,13777.0,93642.0,202.0,12744.0,135.0,427.0,23238.0,1488.0,1940.0,25730.0,6979.0,13.0,18.0,950.0,2057.0,9300.0,9765.0,56627.0,657.0,15.0,1905.0,1392.0,454.0,65.0,1526.0,1985.0,320.0,1839.0,2823.0,345.0,10429.0,3094.0,560.0,2364.0,37.0,78.0,14000.0,1830.0,889.0,1.0,24.0,1117.0,3070.0,4072.0,0.0,6.0,656.0,16365.0,870.0,6606.0,255.0,4752.0,2468.0,197.0,1828.0,1566.0,7.0,1400.0,1257.0,2871.0,0.0,397.0,4381.0,12815.0,12270.0,511.0,74.0,0.0,0.0,2891.0,2536.0,4312.0,2377.0,15128.0,1474.0,9.0,5641.0,89.0,53874.0,7862.0,706.0,72.0,2052.0,6.0,5757.0,6236.0,14629.0,1819.0,30367.0,8579.0,13669.0,10176.0,3832.0,679.0,2.0,11474.0,25454.0,37257.0,5970.0,246.0,11620.0,12197.0,2841.0,9.0,4443.0,56.0,1498.0,500.0,2041.0
18049,14.0,16.0,169352.0,16.0,38.0,10.0,81.0,149.0,10219.0,28920.0,2.0,133.0,17.0,156.0,11.0,1.0,28.0,8.0,50.0,13.0,115.0,19.0,731.0,37.0,186.0,5.0,387.0,2351.0,19.0,115.0,101.0,11.0,62.0,122.0,4.0,326.0,66.0,36.0,0.0,11.0,9.0,5.0,193.0,0.0,377.0,22.0,4045.0,528.0,0.0,39.0,193.0,1.0,50.0,254.0,56.0,0.0,37.0,153.0,61.0,30.0,22.0,66.0,20.0,4.0,0.0,58.0,39.0,79.0,0.0,23.0,101.0,28.0,48.0,0.0,55.0,6.0,20.0,6.0,76.0,13.0,156.0,23.0,4.0,10.0,230.0,40.0,49.0,144.0,84.0,0.0,395.0,77.0,489.0,340.0,2.0,171.0,23.0,2.0,16.0,5.0,41.0,15.0,332.0,18.0,129.0,242.0,6.0,11501.0,79.0,61.0,160.0,400.0,25.0,105.0,122.0,1948.0,5.0,785.0,8.0,85.0,20.0,627.0,51.0,12.0,109.0,5425.0,719.0,16.0,620.0,266.0,3981.0,22882.0,8.0,4609.0,9082.0,272.0,6310.0,2090.0
18052,531.0,2306.0,10631.0,266.0,3898.0,398.0,1389.0,9931.0,4067.0,18068.0,129.0,3728.0,7096.0,2187.0,387.0,710.0,74.0,177.0,4.0,65.0,783.0,0.0,4323.0,1725.0,8383.0,200.0,567.0,560.0,31.0,4.0,534.0,22.0,146.0,28.0,9.0,12321.0,35.0,40.0,95.0,0.0,1.0,329.0,689.0,6.0,421.0,7.0,16260.0,1056.0,0.0,3.0,2070.0,1.0,68.0,218.0,115.0,0.0,166.0,34.0,29.0,4286.0,40.0,82.0,9.0,95.0,31.0,168.0,15.0,53.0,1.0,4.0,46.0,9.0,107.0,117.0,848.0,215.0,15.0,117.0,2272.0,39.0,24.0,277.0,0.0,155.0,558.0,382.0,0.0,4055.0,30.0,1.0,12815.0,71.0,20194.0,1380.0,93.0,26874.0,148.0,23.0,3.0,59.0,28.0,14.0,1544.0,10.0,704.0,684.0,29.0,11230.0,94.0,714.0,6555.0,8619.0,4939.0,8989.0,2013.0,75381.0,5.0,14020.0,481.0,278.0,2444.0,1465.0,11303.0,587.0,1673.0,130321.0,38507.0,3072.0,215630.0,24657.0,118969.0,84036.0,14714.0,61686.0,28431.0,49255.0,30498.0,11838.0
18053,11897.0,88719.0,10656.0,9594.0,35891.0,33278.0,2723.0,140986.0,15922.0,3744.0,13046.0,3440.0,2526.0,184.0,155.0,7222.0,609.0,1280.0,245.0,860.0,2129.0,141.0,65471.0,376.0,44134.0,211.0,1200.0,9152.0,1621.0,486.0,45741.0,106.0,3023.0,202.0,6.0,2023.0,284.0,1.0,594.0,5.0,0.0,57.0,1824.0,103.0,1347.0,186.0,7849.0,222.0,0.0,56.0,467.0,53.0,129.0,4.0,238.0,0.0,609.0,55.0,100.0,4082.0,1100.0,2.0,88.0,369.0,8.0,639.0,87.0,414.0,2.0,0.0,9.0,101.0,1150.0,12.0,438.0,53.0,0.0,335.0,4848.0,127.0,29.0,74.0,0.0,31.0,20.0,38.0,1.0,165.0,124.0,0.0,101.0,0.0,5775.0,782.0,321.0,113.0,0.0,1.0,0.0,575.0,78.0,5.0,1069.0,22.0,60.0,799.0,8.0,11452.0,11.0,765.0,1509.0,796.0,28.0,9297.0,22.0,7612.0,0.0,954.0,715.0,2.0,227.0,134.0,1428.0,1.0,226.0,828.0,275.0,555.0,131.0,1882.0,24591.0,595.0,2996.0,4842.0,804.0,1053.0,9105.0,1161.0
182711,39248.0,19294.0,30749.0,510.0,24778.0,51.0,9242.0,50263.0,43284.0,277.0,1021.0,89391.0,789968.0,1263.0,26.0,2257.0,159.0,431.0,11926.0,1575.0,461659.0,644.0,2951.0,1675.0,5203.0,64.0,692.0,691.0,13.0,2666.0,6696.0,59.0,373.0,352.0,9.0,4081.0,24.0,1574.0,70.0,27.0,145.0,76.0,1170.0,165.0,4759.0,1704.0,28823.0,537.0,0.0,52.0,703.0,18.0,59.0,589.0,516.0,1.0,186.0,3688.0,105.0,3265.0,17.0,17.0,78.0,0.0,73.0,257.0,17.0,159.0,11.0,11.0,106.0,29.0,60.0,8.0,0.0,76.0,25.0,4.0,3884.0,126.0,74.0,4.0,66.0,406.0,315.0,243.0,12.0,576.0,62.0,0.0,592.0,39.0,46082.0,2792.0,211.0,639.0,21.0,48.0,4.0,7.0,124.0,40.0,814.0,72.0,784.0,251.0,1.0,2805.0,199.0,3.0,1733.0,664.0,48.0,575.0,93.0,5947.0,5.0,210090.0,4.0,68.0,388.0,307.0,1987.0,8.0,2476.0,938527.0,25759.0,1893.0,289.0,773.0,28694.0,6697.0,6.0,37726.0,543.0,4953.0,1661.0,16294.0
182712,93785.0,296106.0,90672.0,37505.0,193791.0,156447.0,66919.0,1486542.0,509436.0,31638.0,21238.0,458000.0,337095.0,107778.0,0.0,114010.0,51520.0,60611.0,69738.0,181877.0,186635.0,11727.0,921674.0,298664.0,1410864.0,0.0,76810.0,8566.0,86916.0,239720.0,1138985.0,6776.0,93318.0,255.0,57407.0,448199.0,55896.0,65387.0,205687.0,4934.0,0.0,178.0,4839.0,44042.0,245474.0,27290.0,730903.0,48517.0,11.0,62469.0,73777.0,989.0,12134.0,38886.0,54198.0,13843.0,10780.0,203744.0,14887.0,324871.0,12180.0,2576.0,46268.0,5632.0,0.0,27482.0,26747.0,14342.0,291.0,410.0,10272.0,33402.0,29309.0,0.0,8253.0,15421.0,5076.0,11441.0,474176.0,5738.0,227150.0,11937.0,14089.0,70856.0,27222.0,5425.0,3354.0,81653.0,72164.0,3.0,45154.0,36763.0,907121.0,316576.0,20339.0,3222.0,70.0,0.0,3341.0,272100.0,41325.0,34116.0,390833.0,81162.0,738.0,95085.0,10995.0,1718383.0,162874.0,129712.0,5549.0,69107.0,0.0,1591881.0,344583.0,1228146.0,12713.0,176501.0,256337.0,72378.0,73482.0,72606.0,191017.0,0.0,126509.0,396689.0,294513.0,12641.0,25492.0,402326.0,1937358.0,67858.0,227379.0,480054.0,69042.0,122444.0,534715.0,114914.0
